1.010154373943805695e-03,1.000007381662726402e-03
1.074693165719509125e-03,2.931235823780298233e-03
1.000002142973244190e-03,4.802978597581386566e-03
1.000003190711140633e-03,6.722094956785440445e-03
3.102514892816543579e-03,1.000010175630450249e-03
3.422690089792013168e-03,2.838536631315946579e-03
3.228805493563413620e-03,4.588965792208909988e-03
3.224218962714076042e-03,6.402445025742053986e-03
7.208467926830053329e-03,1.000022748485207558e-03
5.189261864870786667e-03,1.000011456198990345e-03
5.612747743725776672e-03,2.846845891326665878e-03
5.324653815478086472e-03,4.933321848511695862e-03
7.167704869061708450e-03,4.145947284996509552e-03
5.338640417903661728e-03,6.827627308666706085e-03
7.351599168032407761e-03,6.469313986599445343e-03
8.845320902764797211e-03,5.246310960501432419e-03
8.307016454637050629e-03,2.492848550900816917e-03
9.509407915174961090e-03,1.000017393380403519e-03
1.230242568999528885e-02,1.000009360723197460e-03
1.101670414209365845e-02,1.993383048102259636e-03
1.014571078121662140e-02,3.817899385467171669e-03
1.153776515275239944e-02,5.194030236452817917e-03
1.540133263915777206e-02,1.000030548311769962e-03
1.388434879481792450e-02,1.663748291321098804e-03
1.277470309287309647e-02,3.629345213994383812e-03
1.412691641598939896e-02,5.014107562601566315e-03
1.531421020627021790e-02,3.572465619072318077e-03
1.286343485116958618e-02,6.593274418264627457e-03
1.529210153967142105e-02,6.832790561020374298e-03
1.007689535617828369e-02,6.685844156891107559e-03
1.652899011969566345e-02,5.384874530136585236e-03
1.686175912618637085e-02,1.951021375134587288e-03
1.822740957140922546e-02,1.000008312985301018e-03
1.770868524909019470e-02,3.962083254009485245e-03
1.947342604398727417e-02,3.007549559697508812e-03
1.946339011192321777e-02,5.172261502593755722e-03
2.023448981344699860e-02,1.000009593553841114e-03
2.385241165757179260e-02,1.000004936940968037e-03
2.206342481076717377e-02,1.120381755754351616e-03
2.121994085609912872e-02,3.465197281911969185e-03
2.187832258641719818e-02,5.484382156282663345e-03
2.296288125216960907e-02,3.595815040171146393e-03
2.039103955030441284e-02,6.850655656307935715e-03
1.803086325526237488e-02,6.696253549307584763e-03
2.323138713836669922e-02,6.736855488270521164e-03
2.467307820916175842e-02,2.957649761810898781e-03
2.453895099461078644e-02,5.154874641448259354e-03
2.589070796966552734e-02,1.000012969598174095e-03
2.643376216292381287e-02,3.888101549819111824e-03
2.575428783893585205e-02,6.565699353814125061e-03
2.731084451079368591e-02,1.888839877210557461e-03
2.752978913486003876e-02,5.212981719523668289e-03
2.877952903509140015e-02,1.000012154690921307e-03
2.895107679069042206e-02,3.435602644458413124e-03
2.994063496589660645e-02,4.916315432637929916e-03
3.043245337903499603e-02,1.419377047568559647e-03
3.140483051538467407e-02,3.337413305416703224e-03
2.842343598604202271e-02,6.739052012562751770e-03
3.078738600015640259e-02,6.643516477197408676e-03
3.213888034224510193e-02,1.000007381662726402e-03
3.227001428604125977e-02,5.062449257820844650e-03
3.365103527903556824e-02,1.534157898277044296e-03
3.367875888943672180e-02,3.680829191580414772e-03
3.541302680969238281e-02,1.000013784505426884e-03
3.329142183065414429e-02,6.737219635397195816e-03
3.579393029212951660e-02,2.789803547784686089e-03
3.477893769741058350e-02,5.311416927725076675e-03
3.756287321448326111e-02,1.000007032416760921e-03
3.666578605771064758e-02,4.288119263947010040e-03
3.836036100983619690e-02,2.523691859096288681e-03
3.761166334152221680e-02,5.755672231316566467e-03
3.987909108400344849e-02,1.000022166408598423e-03
3.923482820391654968e-02,4.219993483275175095e-03
3.583500906825065613e-02,6.962646730244159698e-03
3.864258155226707458e-02,7.236387114971876144e-03
4.024859145283699036e-02,5.715772975236177444e-03
4.083874076604843140e-02,2.534651197493076324e-03
4.219363629817962646e-02,1.000014832243323326e-03
4.181530326604843140e-02,4.248226527124643326e-03
