1.000000862404704094e-03,1.000010059215128422e-03
1.000003074295818806e-03,2.988088410347700119e-03
1.000002957880496979e-03,4.968077875673770905e-03
1.000003656372427940e-03,6.949993781745433807e-03
3.085515927523374557e-03,1.000011689029633999e-03
3.078160807490348816e-03,2.986751729622483253e-03
3.106386633589863777e-03,4.915267694741487503e-03
2.995015121996402740e-03,6.966954562813043594e-03
7.299377582967281342e-03,1.000010524876415730e-03
5.164362955838441849e-03,1.000018324702978134e-03
5.193491932004690170e-03,2.758025890216231346e-03
5.265091545879840851e-03,4.632626660168170929e-03
7.484266068786382675e-03,2.739090705290436745e-03
4.909463226795196533e-03,6.515398155897855759e-03
7.337267510592937469e-03,4.642654210329055786e-03
7.104075048118829727e-03,6.522956304252147675e-03
9.768673218786716461e-03,2.750602783635258675e-03
9.439170360565185547e-03,1.000007730908691883e-03
1.155556738376617432e-02,1.000011572614312172e-03
1.581765152513980865e-02,1.000017160549759865e-03
1.374921202659606934e-02,1.000012271106243134e-03
1.213741861283779144e-02,2.666149754077196121e-03
1.430638413876295090e-02,2.887330017983913422e-03
1.579155586659908295e-02,4.437299910932779312e-03
1.137786824256181717e-02,4.562654066830873489e-03
1.333985291421413422e-02,4.766608588397502899e-03
9.368624538183212280e-03,4.703336395323276520e-03
1.143988873809576035e-02,6.477664690464735031e-03
1.475869119167327881e-02,6.078245118260383606e-03
9.271458722651004791e-03,6.603751797229051590e-03
1.317355036735534668e-02,7.271057926118373871e-03
1.576598547399044037e-02,7.720671128481626511e-03
1.665750890970230103e-02,2.534052357077598572e-03
1.799944601953029633e-02,4.251191392540931702e-03
1.919616758823394775e-02,2.452251967042684555e-03
1.811960153281688690e-02,1.000015181489288807e-03
2.072102576494216919e-02,3.817614167928695679e-03
2.046878263354301453e-02,1.000020769424736500e-03
2.346001379191875458e-02,1.000014832243323326e-03
2.198646962642669678e-02,1.739024533890187740e-03
2.280288189649581909e-02,3.787043970078229904e-03
1.948550343513488770e-02,5.443333648145198822e-03
2.173613198101520538e-02,5.656344350427389145e-03
1.722672209143638611e-02,6.118409335613250732e-03
1.997728832066059113e-02,7.200209423899650574e-03
2.304576523602008820e-02,6.930257659405469894e-03
1.808756217360496521e-02,7.894573733210563660e-03
2.424933388829231262e-02,4.962640814483165741e-03
2.473236806690692902e-02,2.722600707784295082e-03
2.557850256562232971e-02,1.000010524876415730e-03
2.525903098285198212e-02,6.556339096277952194e-03
2.773575484752655029e-02,1.000005169771611691e-03
2.624179236590862274e-02,4.308786708861589432e-03
2.727007120847702026e-02,2.647822257131338120e-03
2.735085971653461456e-02,5.955393426120281219e-03
2.984115853905677795e-02,1.000004936940968037e-03
2.994426898658275604e-02,2.731400541961193085e-03
2.868445403873920441e-02,4.206659272313117981e-03
